index,question,answer,intent,retrieved_count,k,context_found,branch
28,김치찌개 국물 더 깊게 만드는 감칠맛 팁 알려줘.,"김치찌개의 국물을 더 깊고 감칠맛 나게 만드는 방법은 여러 가지가 있습니다. 아래는 그에 대한 팁입니다.

1) **재료**:
   - 잘 익은 김치: 300g
   - 돼지고기 (목살 또는 삼겹살): 200g
   - 두부: 1/2모
   - 양파: 1개
   - 대파: 1대
   - 마늘: 4~5쪽
   - 고춧가루: 1~2큰술
   - 국간장: 1큰술
   - 멸치 육수 또는 다시마 육수: 4컵 (약 1리터)
   - 소금: 적당량
   - 후추: 약간

2) **단계**:
   1. 돼지고기를 적당한 크기로 썰고, 팬에 기름을 두르고 볶아 겉면이 노릇해질 때까지 익힌다.
   2. 잘 익은 김치를 넣고 함께 볶아 김치의 향이 나도록 한다.
   3. 양파와 마늘을 다져서 넣고, 고춧가루를 추가하여 볶는다.
   4. 멸치 육수 또는 다시마 육수를 부어 끓인다.
   5. 끓기 시작하면 두부를 넣고, 국간장으로 간을 맞춘 후 대파를 썰어 넣는다.
   6. 중불에서 15~20분 정도 끓여서 맛을 우려낸다.
   7. 마지막으로 소금과 후추로 간을 맞춘 후 불을 끈다.

3) **핵심 팁**:
   - 멸치 육수나 다시마 육수를 사용하면 깊은 감칠맛을 더할 수 있습니다. 육수를 미리 만들어 두면 더욱 좋습니다.
   - 김치가 오래된 것일수록 찌개에 깊은 맛을 더해줍니다. 
   - 마지막에 참기름을 한 방울 떨어뜨리면 고소한 맛이 더해집니다.

4) **변형/대체 옵션**:
   - 돼지고기 대신 소고기나 닭고기를 사용할 수 있습니다.
   - 해산물을 추가하면 해물김치찌개로 변형할 수 있습니다.
   - 매운맛을 원한다면 청양고추를 추가해도 좋습니다.

이렇게 하면 김치찌개의 국물이 더욱 깊고 풍부한 맛을 느낄 수 있습니다!",recipe,10,10,True,has_docs
29,태국식 그린커리 기본 레시피 알려줘.,"태국식 그린커리는 향신료와 코코넛 밀크의 조화가 매력적인 요리입니다. 아래는 기본 레시피입니다.

1) **재료**  
- 그린 커리 페이스트: 2-3 큰술  
- 코코넛 밀크: 400ml  
- 닭고기(또는 두부): 300g (한입 크기로 자름)  
- 가지: 1개 (한입 크기로 자름)  
- 피망: 1개 (슬라이스)  
- 바질 잎: 한 줌  
- 생강: 1 작은술 (다진 것)  
- 마늘: 2 쪽 (다진 것)  
- 식용유: 2 큰술  
- 간장: 1 큰술  
- 설탕: 1 작은술  
- 물: 100ml  

2) **단계**  
1. 팬에 식용유를 두르고 중불에서 다진 마늘과 생강을 볶아 향을 낸다.  
2. 그린 커리 페이스트를 넣고 1-2분간 볶아 향을 더욱 끌어올린다.  
3. 닭고기를 추가하고 겉면이 익을 때까지 볶는다.  
4. 코코넛 밀크와 물을 넣고 끓인다.  
5. 가지와 피망을 추가하고, 중불에서 10분간 끓인다.  
6. 간장과 설탕으로 간을 맞추고, 마지막에 바질 잎을 넣어 섞는다.  
7. 그릇에 담아 밥과 함께 제공한다.  

3) **핵심 팁**  
- 그린 커리 페이스트의 양은 개인의 취향에 따라 조절할 수 있습니다.  
- 코코넛 밀크는 크리미한 맛을 더해주므로, 좋은 품질의 제품을 사용하는 것이 좋습니다.  

4) **변형/대체 옵션**  
- 닭고기 대신 해산물(새우, 오징어 등)이나 채식 옵션으로 두부를 사용할 수 있습니다.  
- 야채는 계절에 따라 다양하게 변경할 수 있습니다. 예를 들어, 브로콜리, 당근 등을 추가해도 좋습니다.  

**영양 정보**: 그린커리는 단백질과 건강한 지방이 풍부하며, 코코넛 밀크는 중간 사슬 지방산(MCT)을 포함하고 있어 에너지원으로 좋습니다. 다만, 칼로리가 높을 수 있으니 적당량 섭취하는 것이 중요합니다.",recipe,10,10,True,has_docs
30,인도식 버터치킨과 잘 어울리는 사이드 뭐가 있어?,"인도식 버터치킨은 부드럽고 크리미한 소스와 향신료가 조화롭게 어우러진 요리로, 일반적으로 매콤하면서도 달콤한 풍미를 가지고 있습니다. 이 요리는 난(Naan)이나 밥과 함께 즐기는 것이 일반적입니다. 

버터치킨과 잘 어울리는 사이드로는 다음과 같은 것들이 있습니다:

1. **난(Naan)**: 인도식 평평한 빵으로, 버터치킨의 소스를 찍어 먹기에 최적입니다. 부드럽고 쫄깃한 식감이 특징입니다.
   
2. **바스마티 쌀**: 향이 좋은 인도산 쌀로, 버터치킨의 진한 소스를 잘 흡수하여 함께 먹으면 더욱 맛있습니다.

3. **파라타(Paratha)**: 바삭하고 기름진 인도식 빵으로, 버터치킨과 함께 먹으면 풍미가 더해집니다.

4. **라이스 푸리(Rice Puri)**: 바삭한 쌀 튀김으로, 버터치킨의 소스를 찍어 먹기 좋습니다.

이 외에도 다양한 인도식 샐러드나 채소 요리(예: 알루 고비)와 함께 곁들여도 좋습니다.",dish_overview,0,10,False,no_docs
31,멕시코 스트리트 타코 정통 레시피 알려줘.,"멕시코 스트리트 타코는 간단하면서도 풍부한 맛을 자랑하는 인기 있는 길거리 음식입니다. 아래는 정통 멕시코 스트리트 타코의 레시피입니다.

1) **재료**  
- 옥수수 타코 껍질 (또는 밀가루 타코 껍질) 8장  
- 소고기 (예: 플랭크 스테이크 또는 브리스킷) 500g  
- 다진 양파 1개  
- 다진 고수 1/4컵  
- 라임 1개 (즙과 조각으로)  
- 소금과 후추 (기호에 따라)  
- 올리브유 1큰술  
- 고추 가루 (옵션)  

2) **단계**  
1. 소고기를 소금과 후추로 간을 하고, 올리브유를 두른 팬에서 중불로 양면이 갈색이 될 때까지 구워줍니다.  
2. 고기가 익으면 불에서 내리고, 잠시 식힌 후 얇게 썰어줍니다.  
3. 타코 껍질을 따뜻하게 데우고, 각 껍질에 고기를 올립니다.  
4. 다진 양파와 고수를 고기 위에 뿌립니다.  
5. 라임즙을 뿌리고, 원한다면 고추 가루를 추가하여 맛을 조절합니다.  
6. 타코를 접어 손으로 잡고 즐깁니다.  

3) **핵심 팁**  
- 고기를 마리네이드할 때, 오랜 시간 동안 재워두면 더욱 깊은 맛을 낼 수 있습니다.  
- 타코 껍질은 팬에서 살짝 구워서 따뜻하게 먹으면 더욱 맛있습니다.  

4) **변형/대체 옵션**  
- 고기를 닭고기, 돼지고기 또는 채식 옵션으로 대체할 수 있습니다.  
- 토핑으로 아보카도, 살사, 또는 페코 디 가요를 추가하여 다양한 맛을 즐길 수 있습니다.  

이 레시피는 전통적인 멕시코 스트리트 타코의 기본을 잘 보여줍니다. 다양한 재료와 조리법으로 나만의 스타일을 만들어 보세요!",recipe,10,10,True,has_docs
32,이탈리아 정통 카르보나라(크림 없이) 만드는 법 알려줘.,"이탈리아 정통 카르보나라(크림 없이) 만드는 법을 소개합니다. 이 요리는 간단하면서도 깊은 맛을 자랑하는 이탈리아의 대표적인 파스타 요리입니다.

1) **재료(2인분 기준)**  
- 스파게티: 200g  
- 구운 판체타(또는 구운 베이컨): 100g  
- 파르미지아노 레지아노 치즈: 50g (갈아서)  
- 계란: 2개 (노른자만 사용)  
- 후추: 적당량  
- 소금: 적당량 (파스타 삶는 물에)

2) **단계**  
1. 큰 냄비에 물을 끓이고 소금을 넣은 후 스파게티를 포장지의 지시에 따라 알 덴테로 삶습니다.  
2. 그 동안 팬에 판체타를 넣고 중불에서 바삭하게 구워줍니다. 기름이 나오면 불을 끕니다.  
3. 삶은 스파게티를 팬에 넣고 판체타와 잘 섞어줍니다.  
4. 계란 노른자를 그릇에 넣고 갈아놓은 파르미지아노 레지아노와 후추를 섞어줍니다.  
5. 팬에서 불을 끈 상태에서 스파게티에 계란 혼합물을 넣고 재빨리 섞어줍니다. 계란이 스파게티의 열로 익어 크리미한 소스가 됩니다.  
6. 필요에 따라 파스타 삶은 물을 조금 추가하여 농도를 조절합니다.  
7. 접시에 담고 추가로 파르미지아노와 후추를 뿌려서 제공합니다.

3) **핵심 팁**  
- 계란이 스파게티의 열로 익도록 하려면 팬의 불을 끄고 빠르게 섞는 것이 중요합니다.  
- 판체타 대신 구운 베이컨을 사용할 수 있지만, 전통적인 맛을 원한다면 판체타를 추천합니다.  

4) **변형/대체 옵션**  
- 채식 버전으로 만들고 싶다면 판체타 대신 구운 버섯을 사용할 수 있습니다.  
- 치즈의 종류를 변경하여 페코리노 로마노를 사용할 수도 있습니다.  

이 카르보나라는 크림 없이도 풍부하고 크리미한 맛을 즐길 수 있는 정통 이탈리아 요리입니다!",recipe,10,10,True,has_docs
33,한식 집들이 메뉴로 상차림 추천해줘.,"한식 집들이 메뉴로는 다양한 전통 요리를 포함한 상차림이 좋습니다. 아래는 추천하는 메뉴와 함께 각 요리의 재료 및 조리 단계를 정리했습니다.

### 1) 재료
- **잡채**
  - 당면 200g
  - 소고기 100g
  - 당근 1개
  - 시금치 100g
  - 양파 1개
  - 간장 3큰술
  - 설탕 1큰술
  - 참기름 1큰술
  - 다진 마늘 1작은술
  - 후추 약간
  - 식용유

- **김치전**
  - 배추김치 200g
  - 부침가루 1컵
  - 물 1컵
  - 대파 1대
  - 식용유

- **된장찌개**
  - 된장 3큰술
  - 두부 1/2모
  - 애호박 1/2개
  - 양파 1개
  - 대파 1대
  - 물 4컵
  - 마늘 1작은술

- **상추겉절이**
  - 상추 1묶음
  - 고추가루 1큰술
  - 간장 1큰술
  - 참기름 1큰술
  - 다진 마늘 1작은술
  - 통깨 약간

### 2) 단계
1. **잡채 준비**: 당면을 끓는 물에 10분 정도 삶아 찬물에 헹궈 물기를 빼고, 소고기는 얇게 썰어 양념(간장, 설탕, 참기름, 마늘, 후추)하여 볶습니다. 채소도 썰어 볶은 후, 모든 재료를 섞어 볶아줍니다.
2. **김치전 만들기**: 배추김치를 잘게 썰고, 부침가루와 물을 섞어 반죽을 만듭니다. 대파도 썰어 반죽에 넣고, 팬에 기름을 두르고 반죽을 부쳐 노릇하게 익힙니다.
3. **된장찌개 끓이기**: 냄비에 물을 붓고 된장을 풀어 끓입니다. 애호박, 양파, 두부를 넣고 끓이다가 마지막에 대파와 마늘을 넣어 마무리합니다.
4. **상추겉절이 만들기**: 상추를 씻어 물기를 제거하고, 고추가루, 간장, 참기름, 다진 마늘, 통깨를 섞어 드레싱을 만든 후 상추와 버무립니다.

### 3) 핵심 팁
- 잡채는 재료를 볶을 때 불 조절을 잘하여 재료가 타지 않도록 합니다.
- 김치전은 기름을 충분히 두르고 중불에서 천천히 익히면 바삭하게 됩니다.
- 된장찌개는 된장을 미리 물에 풀어 놓으면 더 쉽게 잘 풀립니다.

### 4) 변형/대체 옵션
- 잡채의 고기를 닭고기나 버섯으로 대체할 수 있습니다.
- 김치전 대신 해물파전을 만들어도 좋습니다.
- 된장찌개에 감자나 버섯을 추가하여 다양한 맛을 낼 수 있습니다.

이렇게 준비하면 한식 집들이에 적합한 풍성하고 맛있는 상차림이 완성됩니다!",recipe,10,10,True,has_docs
34,일본식 덮밥(돈부리) 중 20분 레시피 추천해줘.,"일본식 덮밥인 돈부리 중에서 간단하고 빠르게 만들 수 있는 '닭고기 덮밥(야키토리 돈부리)' 레시피를 소개할게요. 이 요리는 20분 안에 완성할 수 있습니다.

1) **재료(2인분 기준)**  
- 닭 가슴살 또는 허벅지살 300g  
- 양파 1개  
- 대파 1대  
- 간장 3큰술  
- 미림(또는 요리용 술) 2큰술  
- 설탕 1큰술  
- 식용유 1큰술  
- 밥 2공기  
- 계란 2개 (선택 사항)  
- 참깨(선택 사항)  

2) **단계**  
1. 닭고기를 한 입 크기로 썰고, 양파는 채 썰고 대파는 송송 썬다.  
2. 팬에 식용유를 두르고 중불에서 양파를 볶다가 투명해지면 닭고기를 넣고 볶는다.  
3. 닭고기가 익기 시작하면 간장, 미림, 설탕을 넣고 잘 섞어가며 볶는다.  
4. 닭고기가 완전히 익으면 대파를 넣고 1-2분 더 볶는다.  
5. 밥을 그릇에 담고 볶은 닭고기를 올린 후, 원한다면 계란 프라이를 얹는다.  
6. 참깨를 뿌려서 마무리한다.  

3) **핵심 팁**  
- 닭고기를 미리 재워두면 더욱 깊은 맛을 낼 수 있습니다.  
- 계란은 반숙으로 조리하면 더욱 부드러운 맛을 느낄 수 있습니다.  

4) **변형/대체 옵션**  
- 닭고기 대신 소고기나 돼지고기를 사용할 수 있습니다.  
- 채소를 추가하고 싶다면 시금치나 버섯을 넣어도 좋습니다.  
- 간장을 저염 간장으로 대체하면 나트륨을 줄일 수 있습니다.  

이 레시피는 간단하면서도 맛있고, 20분 안에 준비할 수 있어 바쁜 일상 속에서도 쉽게 즐길 수 있는 일본식 덮밥입니다.",recipe,10,10,True,has_docs
35,간장 대신 사용할 수 있는 재료와 비율 알려줘.,"간장은 요리에서 중요한 맛을 제공하는 재료입니다. 간장을 대체할 수 있는 몇 가지 재료와 비율을 소개하겠습니다.

1. **타마리**: 간장과 비슷한 맛을 가지고 있으며, 글루텐이 없는 옵션입니다. 간장 대신 1:1 비율로 사용 가능합니다.

2. **코코넛 아미노**: 코코넛에서 추출한 대체재로, 더 달콤하고 짭짤한 맛을 제공합니다. 간장 대신 1:1 비율로 사용하되, 단맛이 강하므로 필요에 따라 양을 조절할 수 있습니다.

3. **우스터 소스**: 간장보다 더 복합적인 맛을 가지고 있으며, 약간의 단맛과 신맛이 있습니다. 간장 대신 1:1 비율로 사용하되, 요리에 따라 맛을 조절하는 것이 좋습니다.

4. **소금물**: 간장의 짭짤한 맛을 대체할 수 있지만, 풍미가 부족할 수 있습니다. 간장 1큰술 대신 소금 1/2작은술과 물 1큰술을 섞어 사용하세요.

이러한 대체재들은 요리의 종류에 따라 다르게 작용할 수 있으니, 각 재료의 맛을 고려하여 적절히 조절해 사용하시기 바랍니다.",substitution,10,10,True,has_docs
36,버터 없는 베이킹에서 오일로 치환하는 방법은?,"버터 없는 베이킹에서 오일로 치환하는 방법은 간단합니다. 일반적으로 버터 대신 식물성 오일을 사용할 수 있으며, 비율은 대체할 버터의 양의 약 75%에서 80% 정도로 조정하는 것이 좋습니다. 예를 들어, 1컵의 버터를 사용하는 레시피에서는 약 3/4컵에서 4/5컵의 오일을 사용하면 됩니다.

오일을 사용할 때 주의할 점은 풍미와 질감이 달라질 수 있다는 것입니다. 버터는 고소한 맛과 부드러운 질감을 제공하는 반면, 오일은 더 가벼운 맛을 주기 때문에, 풍미를 보완하기 위해 바닐라 추출물이나 아몬드 추출물 같은 향미료를 추가하는 것도 좋은 방법입니다. 또한, 오일의 종류에 따라 맛이 달라질 수 있으니, 올리브 오일보다는 해바라기유나 코코넛 오일 같은 중성적인 맛의 오일을 사용하는 것이 좋습니다.

이러한 방법으로 오일을 활용하면 건강한 베이킹이 가능하며, 다양한 베이킹 레시피에 적용할 수 있습니다.",substitution,10,10,True,has_docs
37,밀가루 2컵을 아몬드가루로 바꾸려면 얼마나 써야 해?,"밀가루 2컵을 아몬드가루로 대체할 때는 아몬드가루의 흡수력이 다르기 때문에 비율을 조정해야 합니다. 일반적으로 아몬드가루는 밀가루보다 더 많은 수분을 흡수하므로, 밀가루 1컵에 대해 아몬드가루는 약 1컵에서 1컵 반 정도 사용하면 적절합니다. 따라서 밀가루 2컵을 아몬드가루로 대체할 때는 약 1컵에서 1컵 반의 아몬드가루를 사용하고, 반죽의 질감을 보면서 조절하는 것이 좋습니다.

주의할 점은 아몬드가루는 글루텐이 없기 때문에, 밀가루로 만든 것과 같은 식감을 원할 경우 다른 결합제를 추가하는 것이 필요할 수 있습니다. 예를 들어, 계란이나 아마씨 가루를 추가하여 결합력을 높이는 방법이 있습니다.",substitution,0,10,False,no_docs
38,4인분 레시피를 10인분으로 늘릴 때 주의점은?,"4인분 레시피를 10인분으로 늘릴 때 주의할 점은 다음과 같습니다:

1. **재료 비율 조정**: 모든 재료의 양을 2.5배로 늘리되, 일부 향신료나 소스는 맛의 균형을 고려하여 조금 덜 넣는 것이 좋습니다. 예를 들어, 소금이나 후추는 한 번에 2배로 늘리고, 나중에 맛을 보고 조절하는 것이 좋습니다.

2. **조리 시간 조정**: 양이 많아지면 조리 시간이 늘어날 수 있습니다. 특히 오븐이나 팬에서 조리할 때는 한 번에 조리할 수 있는 양이 제한적이므로, 여러 번 나누어 조리해야 할 수도 있습니다.

3. **조리 도구**: 큰 양을 조리하기 위해서는 더 큰 용기나 팬이 필요할 수 있습니다. 적절한 크기의 조리 도구를 준비해야 합니다.

4. **맛 조절**: 대량 조리 시, 맛이 균일하게 퍼지지 않을 수 있으므로, 중간에 맛을 보며 조절하는 것이 중요합니다.

5. **서빙 방법**: 대량으로 조리한 음식을 어떻게 서빙할지 미리 계획해야 합니다. 큰 접시나 용기를 준비하고, 필요한 경우 따로 나누어 서빙할 수 있도록 합니다.

이러한 점들을 고려하면 4인분 레시피를 10인분으로 성공적으로 늘릴 수 있습니다.",recipe,10,10,True,has_docs
39,컵→그램 변환표(밀가루/설탕/버터) 간단히 알려줘.,"컵을 그램으로 변환할 때, 일반적으로 사용되는 밀가루, 설탕, 버터의 대략적인 변환 비율은 다음과 같습니다:

- **밀가루**: 1컵 ? 120g
- **설탕**: 1컵 ? 200g (흰 설탕 기준)
- **버터**: 1컵 ? 227g

이 비율을 참고하여 요리할 때 필요한 재료의 양을 쉽게 변환할 수 있습니다. 각 재료의 밀도에 따라 약간의 차이가 있을 수 있으니, 정확한 계량이 필요할 경우 주의가 필요합니다.",substitution,10,10,True,has_docs
40,신선 바질 없을 때 대체 허브와 양 조절 팁 알려줘.,"신선 바질이 없을 때는 다음과 같은 허브로 대체할 수 있습니다:

1. **건조 바질**: 신선 바질의 풍미를 가장 비슷하게 대체할 수 있습니다. 일반적으로 신선 바질 1컵은 건조 바질 1-2 큰술로 대체할 수 있습니다. 건조 바질은 향이 강하므로 양을 조절할 때 주의가 필요합니다.

2. **오레가노**: 이 허브는 바질과 비슷한 향을 가지고 있으며, 이탈리안 요리에 잘 어울립니다. 신선 바질 대신 오레가노를 사용할 경우, 1컵의 신선 바질에 대해 1 큰술의 오레가노를 추천합니다.

3. **타임**: 타임은 바질과는 다른 향이지만, 요리에 깊이를 더해줄 수 있습니다. 신선 바질 대신 1컵에 대해 1 작은술의 타임을 사용할 수 있습니다.

요리명: 바질 페스토 (예시)
단계 요약: 바질을 갈아 올리브 오일, 파르미지아노 레지아노, 마늘과 함께 섞어 페스토를 만듭니다. 신선 바질이 없을 경우 위의 대체 허브를 사용하여 비율을 조절하며 풍미를 조절하세요.",substitution,10,10,True,has_docs
41,남은 로티세리 치킨으로 10분 점심 만들기 아이디어 줘.,"남은 로티세리 치킨으로 간편하게 만들 수 있는 ""치킨 샐러드 랩"" 레시피를 소개할게요. 이 요리는 빠르고 간단하며, 영양가도 높습니다.

1) **재료**  
- 남은 로티세리 치킨 1컵 (잘게 찢은 것)  
- 혼합 샐러드 채소 2컵  
- 방울토마토 1컵 (반으로 자른 것)  
- 아보카도 1개 (슬라이스)  
- 통밀 또띠아 2장  
- 드레싱 (올리브 오일, 레몬즙, 소금, 후추) 적당량  

2) **단계**  
1. 큰 볼에 찢은 로티세리 치킨, 혼합 샐러드 채소, 방울토마토, 아보카도를 넣습니다.  
2. 드레싱 재료를 섞어 샐러드 재료에 뿌리고 잘 섞습니다.  
3. 또띠아 위에 샐러드 혼합물을 올리고, 양쪽 끝을 접고 말아줍니다.  
4. 랩을 반으로 잘라서 서빙합니다.  

3) **핵심 팁**  
- 드레싱은 개인 취향에 따라 바꿀 수 있으며, 요거트 드레싱이나 바비큐 소스를 사용해도 좋습니다.  
- 남은 치킨이 없다면, 통조림 치킨이나 구운 닭가슴살로 대체할 수 있습니다.  

4) **변형/대체 옵션**  
- 채소를 추가하거나 변경할 수 있습니다. 예를 들어, 오이, 당근, 피망 등을 넣어도 좋습니다.  
- 또띠아 대신 로메인 상추를 사용하면 저탄수화물 옵션이 됩니다.  

이렇게 간단하게 남은 로티세리 치킨으로 맛있는 점심을 만들 수 있습니다!",recipe,10,10,True,has_docs
42,남은 밥으로 만들 수 있는 이색 볶음밥 레시피 알려줘.,"남은 밥으로 만들 수 있는 이색 볶음밥 레시피는 ""치즈 김치 볶음밥""입니다. 이 볶음밥은 김치의 매콤함과 치즈의 고소함이 어우러져 특별한 맛을 제공합니다.

1) **재료**  
- 남은 밥 2공기  
- 김치 1컵 (잘게 썬 것)  
- 양파 1/2개 (다진 것)  
- 대파 1대 (송송 썬 것)  
- 치즈 (모짜렐라 또는 체다) 1컵  
- 식용유 2큰술  
- 간장 1큰술  
- 후추 약간  
- 참기름 1작은술  

2) **단계**  
1. 팬에 식용유를 두르고 중불로 가열합니다.  
2. 다진 양파와 대파를 넣고 투명해질 때까지 볶습니다.  
3. 잘게 썬 김치를 추가하고 2-3분간 볶아 김치의 맛을 끌어냅니다.  
4. 남은 밥을 넣고 간장과 후추로 간을 하며 잘 섞어가며 볶습니다.  
5. 마지막으로 치즈를 넣고 치즈가 녹을 때까지 볶습니다.  
6. 불을 끄고 참기름을 뿌린 후 잘 섞어 접시에 담아냅니다.  

3) **핵심 팁**  
- 김치의 숙성 정도에 따라 매운맛이 달라지므로, 기호에 맞게 조절하세요.  
- 치즈는 좋아하는 종류로 변경 가능하며, 고소한 맛을 더하고 싶다면 치즈를 추가로 올려도 좋습니다.  

4) **변형/대체 옵션**  
- 김치 대신 볶은 채소(당근, 피망 등)를 사용해도 좋습니다.  
- 치즈 대신 계란을 추가하여 더욱 부드러운 식감을 줄 수 있습니다.  

이 볶음밥은 간단하면서도 맛있고, 남은 밥을 활용하기 좋은 레시피입니다!",recipe,10,10,True,has_docs
43,삶은 파스타 면이 남았어. 마르는 거 방지 팁과 활용법?,"삶은 파스타 면을 보관할 때는 마르는 것을 방지하기 위해 몇 가지 방법을 활용할 수 있습니다. 먼저, 파스타 면을 식힌 후, 올리브 오일이나 식용유를 살짝 뿌려서 면이 서로 붙지 않도록 해주세요. 그런 다음 밀폐 용기에 담아 냉장고에 보관하면 됩니다. 이때, 보관 온도는 4도 이하로 유지하는 것이 좋습니다.

파스타 면은 일반적으로 냉장고에서 3~5일 정도 보관할 수 있으며, 그 이후에는 품질이 저하될 수 있습니다. 활용법으로는, 남은 파스타를 볶음 요리나 샐러드에 추가하거나, 소스를 곁들여 간편한 한 끼로 만들 수 있습니다. 또한, 파스타를 냉동 보관하고 싶다면, 삶은 후 물기를 제거하고 냉동용 밀폐 봉지에 담아 공기를 최대한 빼고 냉동하면 2~3개월까지 보관할 수 있습니다. 해동할 때는 냉장고에서 서서히 해동하거나, 끓는 물에 잠깐 담갔다가 사용하면 됩니다.",storage,10,10,True,has_docs
44,익은 아보카도 빨리 써야 해. 샐러드 말고 다른 레시피 있어?,"익은 아보카도를 활용한 맛있는 레시피로 '아보카도 크림 파스타'를 추천합니다. 이 요리는 간단하면서도 풍부한 맛을 자랑합니다.

1) **재료**:
   - 익은 아보카도 1개
   - 올리브 오일 2큰술
   - 마늘 2쪽 (다진 것)
   - 레몬 주스 1큰술
   - 파스타 200g (스파게티나 펜네 등)
   - 소금, 후추 (맛 조절용)
   - 파마산 치즈 (선택사항)
   - 신선한 바질 (선택사항)

2) **단계**:
   1. 파스타를 끓는 소금물에 넣고 포장지에 적힌 시간에 맞춰 삶습니다.
   2. 그 동안, 아보카도를 반으로 갈라 씨를 제거하고, 과육을 그릇에 담아 포크로 으깹니다.
   3. 으깬 아보카도에 올리브 오일, 다진 마늘, 레몬 주스를 넣고 잘 섞어 크림 같은 질감을 만듭니다.
   4. 삶은 파스타를 체에 걸러 물기를 빼고, 아보카도 크림 소스와 잘 섞습니다.
   5. 소금과 후추로 간을 맞추고, 원한다면 파마산 치즈와 바질을 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 아보카도를 너무 많이 으깨지 말고 약간 덩어리가 남도록 하면 식감이 더 좋습니다.
   - 레몬 주스는 아보카도의 갈변을 방지해줍니다.

4) **변형/대체 옵션**:
   - 파스타 대신 퀴노아나 쌀로 대체할 수 있습니다.
   - 마늘 대신 양파를 사용하거나, 매운 맛을 원한다면 칠리 플레이크를 추가해도 좋습니다.

이 레시피는 아보카도의 크리미한 질감과 맛을 최대한 활용할 수 있어, 빠르게 익은 아보카도를 소진하는 데 유용합니다!",recipe,10,10,True,has_docs
45,매운거 잘 못 먹어. 이전에 추천한 레시피 덜 맵게 바꿔줘.,"매운 요리를 덜 맵게 만드는 방법은 여러 가지가 있습니다. 일반적으로 매운맛을 줄이기 위해 다음과 같은 대체 재료나 조리법을 사용할 수 있습니다.

1) **재료(계량 포함)**:
   - 고추가루: 1큰술 (대신 고춧가루의 양을 줄이거나, 매운맛이 없는 파프리카 가루로 대체)
   - 고추: 1개 (대신 피망이나 파프리카로 대체)
   - 생강: 1작은술 (선택 사항, 생강의 양을 줄이거나 생략)
   - 마늘: 2쪽 (마늘은 매운맛을 줄이는 데 도움을 줄 수 있음)
   - 소금: 1작은술
   - 설탕: 1작은술 (단맛이 매운맛을 중화시킴)
   - 기타 재료: 기본 재료는 그대로 사용

2) **단계(번호 목록)**:
   1. 재료를 준비합니다. 매운 고추 대신 피망이나 파프리카를 사용합니다.
   2. 팬에 기름을 두르고 다진 마늘을 볶아 향을 낸 후, 준비한 재료를 넣고 볶습니다.
   3. 고추가루를 넣고 볶다가, 필요에 따라 물이나 육수를 추가해 조리합니다.
   4. 소금과 설탕으로 간을 맞추고, 마지막에 불을 끕니다.

3) **핵심 팁**:
   - 매운맛을 줄이기 위해 고추가루의 양을 최소화하고, 대신 단맛이 있는 재료(예: 설탕, 당근)를 추가하면 매운맛을 중화할 수 있습니다.
   - 요리를 마친 후, 간을 보고 필요시 소금을 추가하여 맛을 조절하세요.

4) **변형/대체 옵션**:
   - 매운 소스를 사용해야 하는 경우, 매운 소스의 양을 줄이고 대신 달콤한 소스를 추가하여 조화롭게 만들 수 있습니다.
   - 요리에 크림이나 요거트를 추가하면 매운맛을 부드럽게 만들 수 있습니다.

이렇게 조리하면 매운맛을 줄이면서도 맛있는 요리를 즐길 수 있습니다!",recipe,10,10,True,has_docs
46,"방금 준 파스타 레시피, 버섯 알레르기 반영해서 수정해줘.","죄송하지만, 제공된 파스타 레시피가 없어서 구체적인 수정이 어렵습니다. 대신 일반적인 파스타 레시피를 제공하고, 버섯을 제외한 대체 재료를 제안해 드리겠습니다.

1) **재료**:
   - 스파게티 면 200g
   - 올리브 오일 2 큰술
   - 마늘 3쪽 (다진 것)
   - 방울토마토 200g (반으로 자른 것)
   - 시금치 100g
   - 소금, 후추 (기호에 맞게)
   - 파마산 치즈 (선택 사항)

2) **단계**:
   1. 큰 냄비에 물을 끓이고, 소금을 넣은 후 스파게티 면을 포장 지침에 따라 삶습니다.
   2. 팬에 올리브 오일을 두르고 중불에서 다진 마늘을 볶아 향을 내줍니다.
   3. 방울토마토를 추가하고 5분 정도 볶아줍니다.
   4. 시금치를 넣고 시금치가 시들 때까지 볶습니다.
   5. 삶은 스파게티 면을 팬에 넣고 잘 섞어줍니다. 소금과 후추로 간을 맞춥니다.
   6. 원한다면 파마산 치즈를 뿌려서 서빙합니다.

3) **핵심 팁**:
   - 면을 삶을 때 소금을 충분히 넣으면 면에 간이 배어 더욱 맛있습니다.
   - 시금치 대신 다른 채소(예: 브로콜리, 애호박 등)를 사용해도 좋습니다.

4) **변형/대체 옵션**:
   - 버섯 대신 다른 채소를 추가하거나, 닭고기나 새우를 넣어 단백질을 보충할 수 있습니다.
   - 글루텐 프리 파스타를 사용하여 글루텐 알레르기가 있는 분들도 즐길 수 있습니다.

이 레시피는 간단하면서도 맛있고, 버섯 알레르기가 있는 분들도 안전하게 즐길 수 있습니다!",recipe,10,10,True,has_docs
