query,group,keyword_ok,keyword_hits,used_query,top1,topk,low,context_len,ctx_docs,answer,faith,rel,hall,judge_raw,top1_pre,topk_pre,keyword_ok_pre,keyword_hits_pre,low_pre
빨리 되는 거,B,True,"레시피, 조리, 요리",빨리 조리할 수 있는 간단한 요리 레시피 알려줘.,0.3907330393871875,"0.391, 0.391, 0.385, 0.385",False,669,2,"1. **라볶이**
   - **재료**: 라면 1개, 치즈 1장, 고추장 2스푼, 고춧가루 1스푼, 간장 1스푼, 설탕 2스푼, 물 400ml
   - **조리 요약**: 양념을 만들어 전자렌지에 2분 데우고, 라면을 4등분하여 양념에 적신 후 전자렌지에 3분 돌린다. 익은 라면을 저어주고 2분 더 돌리면 완성.

2. **잡채**
   - **재료**: 당면 300g, 돼지고기 200g, 목이버섯 20g, 양파 1/2개, 당근 1/2개, 참기름 적당량, 시금치 1줌, 간장 3큰술, 굴소스 1큰술, 설탕 1큰술, 다진 마늘 1t
   - **조리 요약**: 고기를 밑에 깔고 단단한 채소부터 올린 후, 당면과 참기름을 추가하고 양념장을 뿌린다. 시금치를 올리고 뚜껑을 닫아 센 불에서 조리, 바포가 울리면 뒤적여 15분 이내에 조리한다. 마지막에 깨와 참기름을 넣어 무친다.",5,5,1,"Faith=5, Rel=5, Hall=1",0.20846970949825094,"0.208, 0.208, 0.138, 0.138",False,,True
빨리 되는 거,C,False,,빨리 되는 거,0.2084413025223546,"0.208, 0.208, 0.138, 0.138",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,3,4,1,"Faith=3, Rel=4, Hall=1",0.2084413025223546,"0.208, 0.208, 0.138, 0.138",False,,True
오늘 저녁 뭐가 좋을까 부담 없는 걸로,A,False,,오늘 저녁 뭐가 좋을까 부담 없는 걸로,0.3319806697377893,"0.332, 0.331, 0.331, 0.331",True,106,2,정보 부족,1,2,1,"Faith=1, Rel=2, Hall=1",0.3319806697377893,"0.332, 0.331, 0.331, 0.331",False,,True
오늘 저녁 뭐가 좋을까 부담 없는 걸로,B,True,"레시피, 요리",오늘 저녁에 부담 없이 만들 수 있는 간단한 요리 레시피 추천해줘.,0.5110940284627186,"0.511, 0.510, 0.498, 0.495",False,271,2,"1. 핫도그 / 핫도그 빵, 소시지, 케첩, 머스터드 / 소시지를 핫도그 빵에 넣고 케첩과 머스터드를 뿌려 간편하게 즐기세요.

2. 홍합 크림소스 그라탕 / 홍합, 크림소스, 치즈 / 홍합에 크림소스를 얹고 치즈를 올려 오븐에 구워 맛있게 즐기세요.",5,5,1,"Faith=5, Rel=5, Hall=1",0.3319806697377893,"0.332, 0.331, 0.331, 0.331",False,,True
오늘 저녁 뭐가 좋을까 부담 없는 걸로,C,False,,오늘 저녁 뭐가 좋을까 부담 없는 걸로,0.3319806697377893,"0.332, 0.331, 0.331, 0.331",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,3,4,1,"Faith=3, Rel=4, Hall=1",0.3319806697377893,"0.332, 0.331, 0.331, 0.331",False,,True
달달한 거 먹고 싶을 때,A,False,,달달한 거 먹고 싶을 때,0.4810769586595629,"0.481, 0.480, 0.429, 0.429",True,249,3,"(배추전/배추, 청양고추, 간장, 기타 재료 정보 부족/배추와 청양고추를 섞어 전을 부쳐 간장에 찍어 먹는다.)",3,4,2,"Faith=3, Rel=4, Hall=2",0.4810769586595629,"0.481, 0.480, 0.429, 0.429",False,,True
달달한 거 먹고 싶을 때,B,True,레시피,달달한 디저트를 만들 수 있는 간단한 레시피 알려줘.,0.384345642348513,"0.384, 0.384, 0.359, 0.359",False,676,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.4810769586595629,"0.481, 0.480, 0.429, 0.429",False,,True
달달한 거 먹고 싶을 때,C,False,,달달한 거 먹고 싶을 때,0.4810769586595629,"0.481, 0.480, 0.429, 0.429",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,3,4,1,"Faith=3, Rel=4, Hall=1",0.4810769586595629,"0.481, 0.480, 0.429, 0.429",False,,True
살 안 찌는 야식 없을까,A,False,,살 안 찌는 야식 없을까,0.2590690241843078,"0.259, 0.220, 0.220, 0.210",True,725,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.2590690241843078,"0.259, 0.220, 0.220, 0.210",False,,True
살 안 찌는 야식 없을까,B,True,레시피,살 안 찌는 야식 레시피 좀 알려줘.,0.3353450840670199,"0.335, 0.335, 0.247, 0.247",False,679,3,"1. 부추전 / 부추, 당근, 반죽물 / 부추와 당근을 썰어 반죽물에 고루 섞은 후 부쳐서 완성합니다. 초장 또는 초간장과 함께 제공합니다.

2. 무파라면 / 무, 라면 / 무를 넣어 끓인 라면으로, 시원한 국물로 해장라면으로 적합합니다.",4,5,1,"Faith=4, Rel=5, Hall=1",0.2590690241843078,"0.259, 0.220, 0.220, 0.210",False,,True
살 안 찌는 야식 없을까,C,False,,살 안 찌는 야식 없을까,0.2590690241843078,"0.259, 0.220, 0.220, 0.210",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,3,4,1,"Faith=3, Rel=4, Hall=1",0.2590690241843078,"0.259, 0.220, 0.220, 0.210",False,,True
비트코인 단타 팁,A,False,,비트코인 단타 팁,0.2983137250004386,"0.298, 0.298, 0.298, 0.298",True,172,2,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.2983137250004386,"0.298, 0.298, 0.298, 0.298",False,,True
비트코인 단타 팁,B,True,"조리, 방법",비트코인 단타를 위한 효과적인 조리 방법과 팁을 알려줘.,0.2755921903808216,"0.276, 0.276, 0.276, 0.275",False,948,2,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.2983137250004386,"0.298, 0.298, 0.298, 0.298",False,,True
비트코인 단타 팁,C,False,,비트코인 단타 팁,0.2984359508611202,"0.298, 0.298, 0.298, 0.298",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,3,2,1,"Faith=3, Rel=2, Hall=1",0.2984359508611202,"0.298, 0.298, 0.298, 0.298",False,,True
아이폰 16 가격,A,False,,아이폰 16 가격,0.03514652696859666,"0.035, 0.031, 0.031, 0.029",True,301,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.03514652696859666,"0.035, 0.031, 0.031, 0.029",False,,True
아이폰 16 가격,B,False,,아이폰 16의 가격 정보를 알고 싶어요.,0.04148499151615004,"0.041, 0.027, 0.026, 0.019",True,450,4,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.03514652696859666,"0.035, 0.031, 0.031, 0.029",False,,True
아이폰 16 가격,C,False,,아이폰 16 가격,0.03509190465292655,"0.035, 0.031, 0.031, 0.029",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,2,3,2,"Faith=2, Rel=3, Hall=2",0.03509190465292655,"0.035, 0.031, 0.031, 0.029",False,,True
삼성전자 주가 전망,A,False,,삼성전자 주가 전망,0.11383208003382816,"0.114, 0.095, 0.095, 0.068",True,129,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.11383208003382816,"0.114, 0.095, 0.095, 0.068",False,,True
삼성전자 주가 전망,B,True,"조리, 조리순서, 방법",삼성전자의 주가 전망에 대한 분석 방법과 조리순서를 알려줘.,0.12171126477554572,"0.122, 0.118, 0.113, 0.113",True,104,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.11377889071100744,"0.114, 0.095, 0.095, 0.068",False,,True
삼성전자 주가 전망,C,False,,삼성전자 주가 전망,0.11383174285904007,"0.114, 0.095, 0.095, 0.068",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,1,2,1,"Faith=1, Rel=2, Hall=1",0.11383174285904007,"0.114, 0.095, 0.095, 0.068",False,,True
공부 동기부여 되는 말,A,False,,공부 동기부여 되는 말,0.12102384967633306,"0.121, 0.120, 0.108, 0.108",True,318,3,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.12102384967633306,"0.121, 0.120, 0.108, 0.108",False,,True
공부 동기부여 되는 말,B,True,레시피,공부에 도움이 되는 동기부여 문구를 알려주는 레시피를 공유해줘.,0.13954696812838596,"0.140, 0.140, 0.134, 0.134",True,1024,4,정보 부족,1,1,1,"Faith=1, Rel=1, Hall=1",0.1210333748640966,"0.121, 0.120, 0.108, 0.108",False,,True
공부 동기부여 되는 말,C,False,,공부 동기부여 되는 말,0.12121047592153933,"0.121, 0.120, 0.108, 0.108",True,0,0,해당 질문은 제공된 레시피 지식만으로는 충분히 답변하기 어렵습니다. '메뉴/레시피/조리/방법'을 포함해 다시 질문해 주세요.,2,3,1,"Faith=2, Rel=3, Hall=1",0.12121047592153933,"0.121, 0.120, 0.108, 0.108",False,,True
